hidden_layers,loss_types,learning_rates,epochs,batch_sizes,train,test
4-4,absolute,0.001,100,4,1.79057497775683,2.18915417542597
5-2,absolute,0.001,100,4,1.90424114658577,2.18675397659715
6-3-2,absolute,0.001,100,4,1.83427112603148,2.34792279757465
8-4-2,absolute,0.001,100,4,1.81225423100706,2.26482809200528
7-4-3-2,absolute,0.001,100,4,1.83752332356926,2.24999156495765
9-6-4-3,absolute,0.001,100,4,1.75954974941189,2.31003903091566
10-5-3-2,absolute,0.001,100,4,1.712705931185,2.23759236775281
4-4,squared,0.001,100,4,1.96854687473163,2.34585508982254
5-2,squared,0.001,100,4,1.95384266826437,2.30867509809885
6-3-2,squared,0.001,100,4,1.8862805774744,2.46659566472213
8-4-2,squared,0.001,100,4,2.02415338668257,2.42197996152178
7-4-3-2,squared,0.001,100,4,2.00559281347772,2.40056820779619
9-6-4-3,squared,0.001,100,4,1.90621835306018,2.5281504358122
10-5-3-2,squared,0.001,100,4,1.86738358183487,2.53962269250024
4-4,huber,0.001,100,4,2.00011092474399,2.31220405431858
5-2,huber,0.001,100,4,2.06625717633301,2.44381247800363
6-3-2,huber,0.001,100,4,2.05203147700169,2.41613385315525
8-4-2,huber,0.001,100,4,1.98030945399283,2.36646775888062
7-4-3-2,huber,0.001,100,4,2.01022899713035,2.46629393047263
9-6-4-3,huber,0.001,100,4,1.73818421747286,2.25189653056833
10-5-3-2,huber,0.001,100,4,2.10748962694472,2.54368229863836
4-4,pseudo-huber,0.001,100,4,2.01648594084184,2.35533152634646
5-2,pseudo-huber,0.001,100,4,1.9750274316521,2.33557514984416
6-3-2,pseudo-huber,0.001,100,4,2.07109025575286,2.34856226275338
8-4-2,pseudo-huber,0.001,100,4,2.10405393111295,2.40305070874526
7-4-3-2,pseudo-huber,0.001,100,4,2.06980549616953,2.29440046760399
9-6-4-3,pseudo-huber,0.001,100,4,1.99842019988834,2.2837397121833
10-5-3-2,pseudo-huber,0.001,100,4,1.90258495614501,2.31828911119545
4-4,absolute,0.003,100,4,1.89602254829072,2.36400224464243
5-2,absolute,0.003,100,4,1.93664833937356,2.38449577887501
6-3-2,absolute,0.003,100,4,1.83595365099113,2.2831703515625
8-4-2,absolute,0.003,100,4,1.58755956636715,2.29904223200485
7-4-3-2,absolute,0.003,100,4,1.53499544602302,2.10861507352716
9-6-4-3,absolute,0.003,100,4,2.08496632347207,2.55743456236228
10-5-3-2,absolute,0.003,100,4,1.7657026287421,2.30503808647906
4-4,squared,0.003,100,4,1.80225293634334,2.38027765360362
5-2,squared,0.003,100,4,1.9919925265259,2.35753481038424
6-3-2,squared,0.003,100,4,1.29829830140046,1.90200970162059
8-4-2,squared,0.003,100,4,1.73654639896814,2.37795713058769
7-4-3-2,squared,0.003,100,4,1.07924607022001,1.52630075208797
9-6-4-3,squared,0.003,100,4,1.44262325290402,2.37329390835847
10-5-3-2,squared,0.003,100,4,1.62480383987199,2.7470493989567
4-4,huber,0.003,100,4,1.96996061371195,2.30187673258783
5-2,huber,0.003,100,4,1.86599254330526,2.29489013616197
6-3-2,huber,0.003,100,4,1.94347447856881,2.37984399369106
8-4-2,huber,0.003,100,4,2.01879026836718,2.41137949993026
7-4-3-2,huber,0.003,100,4,1.87602541338939,2.31934101099892
9-6-4-3,huber,0.003,100,4,1.84830977420774,2.53050909106497
10-5-3-2,huber,0.003,100,4,1.75625025020815,2.79246851387303
4-4,pseudo-huber,0.003,100,4,1.66470157916533,2.00709072286576
5-2,pseudo-huber,0.003,100,4,1.89982076746727,2.26392306994648
6-3-2,pseudo-huber,0.003,100,4,1.85149850563652,2.38313340054691
8-4-2,pseudo-huber,0.003,100,4,1.74219593651361,2.51460996171787
7-4-3-2,pseudo-huber,0.003,100,4,1.9487845212329,2.61395546477999
9-6-4-3,pseudo-huber,0.003,100,4,1.77641314658026,2.32055133148971
10-5-3-2,pseudo-huber,0.003,100,4,1.88082177466296,2.52889365236587
4-4,absolute,0.01,100,4,1.70992513306576,2.184314962668
5-2,absolute,0.01,100,4,1.98301880049021,2.65538548672305
6-3-2,absolute,0.01,100,4,2.00002326459276,2.6740863307659
8-4-2,absolute,0.01,100,4,1.68706274791398,2.3799349405446
7-4-3-2,absolute,0.01,100,4,1.73749445820192,2.53725624884529
9-6-4-3,absolute,0.01,100,4,1.4693411544975,1.8301859076588
10-5-3-2,absolute,0.01,100,4,1.42296349448993,2.42217208455574
4-4,squared,0.01,100,4,1.87586797566122,2.1829064512587
5-2,squared,0.01,100,4,1.31898717484104,1.69346053630087
6-3-2,squared,0.01,100,4,1.80800441705024,2.81284887200452
8-4-2,squared,0.01,100,4,1.37874713343518,2.07505434679641
7-4-3-2,squared,0.01,100,4,1.38357327039093,1.67621067849431
9-6-4-3,squared,0.01,100,4,1.21072701263994,2.02304305323757
10-5-3-2,squared,0.01,100,4,1.64921689008011,2.27042306120397
4-4,huber,0.01,100,4,1.84795039594105,2.52002853670311
5-2,huber,0.01,100,4,1.87761346520865,2.62946462642592
6-3-2,huber,0.01,100,4,1.83488033612084,2.57525020232632
8-4-2,huber,0.01,100,4,1.62366616110934,2.67637121146287
7-4-3-2,huber,0.01,100,4,1.48055229344869,1.96387112978691
9-6-4-3,huber,0.01,100,4,1.60206721136781,2.42893888387901
10-5-3-2,huber,0.01,100,4,1.60304630051843,2.59015204476087
4-4,pseudo-huber,0.01,100,4,1.87937702701475,2.60509268551606
5-2,pseudo-huber,0.01,100,4,1.88531285985321,2.40523907420668
6-3-2,pseudo-huber,0.01,100,4,1.62320233260166,2.25125808902518
8-4-2,pseudo-huber,0.01,100,4,1.52037616261868,2.16206850327839
7-4-3-2,pseudo-huber,0.01,100,4,1.70881970226576,2.54744256061906
9-6-4-3,pseudo-huber,0.01,100,4,1.41699068203071,2.35448471289063
10-5-3-2,pseudo-huber,0.01,100,4,1.19115247002569,1.73329007992351
4-4,absolute,0.03,100,4,1.98325570347189,2.20226947381298
5-2,absolute,0.03,100,4,2.76421517380169,2.6006697042252
6-3-2,absolute,0.03,100,4,3.10565768300941,3.30691775831515
8-4-2,absolute,0.03,100,4,2.3829705515811,2.45350811424323
7-4-3-2,absolute,0.03,100,4,2.333206059983,2.43298947925891
9-6-4-3,absolute,0.03,100,4,2.63226007292644,3.12472898008125
10-5-3-2,absolute,0.03,100,4,2.84839522324675,3.09452701095434
4-4,squared,0.03,100,4,1.34498238707445,1.74153819702095
5-2,squared,0.03,100,4,1.89386629186072,2.16625659749453
6-3-2,squared,0.03,100,4,1.68975258449356,1.98951274916823
8-4-2,squared,0.03,100,4,1.81514208146728,2.08954614676371
7-4-3-2,squared,0.03,100,4,1.08271364671501,1.55756997108326
9-6-4-3,squared,0.03,100,4,2.10945442927181,2.62129498582686
10-5-3-2,squared,0.03,100,4,1.21502800850091,1.73769463174188
4-4,huber,0.03,100,4,1.14455400077034,1.4600367565188
5-2,huber,0.03,100,4,1.04867763830783,1.48796875850705
6-3-2,huber,0.03,100,4,1.40271419133184,2.09303535190753
8-4-2,huber,0.03,100,4,0.961049210842791,1.66360679764912
7-4-3-2,huber,0.03,100,4,1.40951145490901,2.14893308230571
9-6-4-3,huber,0.03,100,4,1.06117043787134,2.09292275822327
10-5-3-2,huber,0.03,100,4,1.19384926618354,2.08987508779177
4-4,pseudo-huber,0.03,100,4,1.66807551092374,2.38509237908443
5-2,pseudo-huber,0.03,100,4,1.36756862049477,1.76017610787967
6-3-2,pseudo-huber,0.03,100,4,1.21366496492378,1.5545680093192
8-4-2,pseudo-huber,0.03,100,4,1.38106038210066,1.96294470987737
7-4-3-2,pseudo-huber,0.03,100,4,0.999824969860744,1.38576950437255
9-6-4-3,pseudo-huber,0.03,100,4,1.71017469298142,3.15785348341481
10-5-3-2,pseudo-huber,0.03,100,4,1.05519421731066,1.68979055651406
4-4,absolute,0.001,250,4,1.73844543852337,2.14728245746701
5-2,absolute,0.001,250,4,1.93299248973385,2.30085808336857
6-3-2,absolute,0.001,250,4,1.17013818365664,1.38108263713281
8-4-2,absolute,0.001,250,4,1.63748446879483,2.2093925805384
7-4-3-2,absolute,0.001,250,4,1.65573684848223,2.31295328398428
9-6-4-3,absolute,0.001,250,4,1.01816648840734,1.64112231103498
10-5-3-2,absolute,0.001,250,4,1.46831999011014,2.34041786640453
4-4,squared,0.001,250,4,1.60442299473458,2.13495122418085
5-2,squared,0.001,250,4,1.89166182697591,2.48195374384221
6-3-2,squared,0.001,250,4,1.77804963427966,2.50359668424393
8-4-2,squared,0.001,250,4,1.54470877349901,2.49257949573619
7-4-3-2,squared,0.001,250,4,1.73794347202036,2.57951983173744
9-6-4-3,squared,0.001,250,4,1.06231822264408,1.37704964386227
10-5-3-2,squared,0.001,250,4,1.87039475456287,2.69716785644921
4-4,huber,0.001,250,4,1.99903920732897,2.38801626905568
5-2,huber,0.001,250,4,1.80706103795383,2.24409800560377
6-3-2,huber,0.001,250,4,1.94407373374703,2.30728618455788
8-4-2,huber,0.001,250,4,1.89683743291178,2.47466118310342
7-4-3-2,huber,0.001,250,4,1.76293765548529,2.56726917417372
9-6-4-3,huber,0.001,250,4,1.90029548291586,2.4178043267432
10-5-3-2,huber,0.001,250,4,1.77808033945106,2.35604140149389
4-4,pseudo-huber,0.001,250,4,1.95057801324699,2.29113170570791
5-2,pseudo-huber,0.001,250,4,2.00715776551338,2.52060551401964
6-3-2,pseudo-huber,0.001,250,4,2.01106098464556,2.29891656475312
8-4-2,pseudo-huber,0.001,250,4,1.8079605384766,2.31973510328286
7-4-3-2,pseudo-huber,0.001,250,4,1.93656936753349,2.33073886619285
9-6-4-3,pseudo-huber,0.001,250,4,1.94042246085741,2.52100253882486
10-5-3-2,pseudo-huber,0.001,250,4,1.20691057436314,1.75248180183956
4-4,absolute,0.003,250,4,1.51064869391094,1.9077182564944
5-2,absolute,0.003,250,4,1.67730844874762,2.3469805773247
6-3-2,absolute,0.003,250,4,1.1576655814073,1.90259994352237
8-4-2,absolute,0.003,250,4,1.36451051851048,2.2242169014645
7-4-3-2,absolute,0.003,250,4,1.42851812175943,1.76434765038024
9-6-4-3,absolute,0.003,250,4,1.10266972339157,1.71022361179554
10-5-3-2,absolute,0.003,250,4,0.787007649091078,1.32240561654454
4-4,squared,0.003,250,4,1.61542928295814,2.3344710413203
5-2,squared,0.003,250,4,0.993478627699056,1.28246056240754
6-3-2,squared,0.003,250,4,1.48787567551167,2.57874951761099
8-4-2,squared,0.003,250,4,0.878026703597589,1.10154515733193
7-4-3-2,squared,0.003,250,4,0.747663652490426,1.45178824375512
9-6-4-3,squared,0.003,250,4,0.895036213284584,1.72732754051982
10-5-3-2,squared,0.003,250,4,0.849542423736533,1.50013384124695
4-4,huber,0.003,250,4,1.27738468167749,1.50622294706128
5-2,huber,0.003,250,4,1.90094482614437,2.38348227815545
6-3-2,huber,0.003,250,4,1.7770370248725,2.51885547901336
8-4-2,huber,0.003,250,4,1.6925495470919,2.4655642072929
7-4-3-2,huber,0.003,250,4,1.63190622577619,2.73317990695659
9-6-4-3,huber,0.003,250,4,1.58417226993614,3.07680566320129
10-5-3-2,huber,0.003,250,4,1.74568069214376,3.30034212352399
4-4,pseudo-huber,0.003,250,4,1.7439829966386,2.27126715351384
5-2,pseudo-huber,0.003,250,4,1.96142589558939,2.49071794406624
6-3-2,pseudo-huber,0.003,250,4,1.29378405516201,1.84957472934935
8-4-2,pseudo-huber,0.003,250,4,1.61763995158753,2.56197463154937
7-4-3-2,pseudo-huber,0.003,250,4,1.72776961527615,2.80165397199377
9-6-4-3,pseudo-huber,0.003,250,4,1.10150387348992,1.72541074567696
10-5-3-2,pseudo-huber,0.003,250,4,1.47731756338204,2.5174601924817
4-4,absolute,0.01,250,4,1.86427737909436,2.70236365933066
5-2,absolute,0.01,250,4,1.60649244218938,1.87561684871696
6-3-2,absolute,0.01,250,4,0.948266813424114,1.35848934993045
8-4-2,absolute,0.01,250,4,1.02672659847259,1.48252532858763
7-4-3-2,absolute,0.01,250,4,1.66588221724423,2.17745065304952
9-6-4-3,absolute,0.01,250,4,1.15267213487167,1.65019947779218
10-5-3-2,absolute,0.01,250,4,1.40362154636045,2.16665176450088
4-4,squared,0.01,250,4,2.00299012169409,2.53863485529734
5-2,squared,0.01,250,4,0.968498979925461,1.25791141634144
6-3-2,squared,0.01,250,4,0.867318131521206,1.24944545818679
8-4-2,squared,0.01,250,4,0.850064858050435,1.28224919848332
7-4-3-2,squared,0.01,250,4,1.53475629632592,3.25699023843199
9-6-4-3,squared,0.01,250,4,0.988799439951418,2.03177749360985
10-5-3-2,squared,0.01,250,4,0.614043147761529,1.09678370887039
4-4,huber,0.01,250,4,1.34303893047393,1.76594984308986
5-2,huber,0.01,250,4,1.63888532931606,2.41942406658709
6-3-2,huber,0.01,250,4,0.768098473001114,1.12956724483042
8-4-2,huber,0.01,250,4,1.13132768211191,2.18402184365421
7-4-3-2,huber,0.01,250,4,1.44708561425203,2.56848539061947
9-6-4-3,huber,0.01,250,4,1.3459258896389,3.04722511230388
10-5-3-2,huber,0.01,250,4,0.562209260908364,1.04683462875921
4-4,pseudo-huber,0.01,250,4,1.74372121726273,2.8068995584093
5-2,pseudo-huber,0.01,250,4,1.05976313438231,1.48360248645098
6-3-2,pseudo-huber,0.01,250,4,1.09161470438564,1.67263798703571
8-4-2,pseudo-huber,0.01,250,4,0.791772414864503,1.294798563833
7-4-3-2,pseudo-huber,0.01,250,4,0.833593583983879,1.33234616733552
9-6-4-3,pseudo-huber,0.01,250,4,0.594605915281122,1.24450137820994
10-5-3-2,pseudo-huber,0.01,250,4,0.778651685061296,1.47599385832958
4-4,absolute,0.03,250,4,4.82349579113561,5.061280059467
5-2,absolute,0.03,250,4,2.58097141201259,2.71257519539331
6-3-2,absolute,0.03,250,4,2.04376620839171,2.59703734437837
8-4-2,absolute,0.03,250,4,2.47121813730451,2.88232847320518
7-4-3-2,absolute,0.03,250,4,1.98159841908844,2.68420590021393
9-6-4-3,absolute,0.03,250,4,5.00508697901008,4.80897157590209
10-5-3-2,absolute,0.03,250,4,1.75931692560506,2.58164340228781
4-4,squared,0.03,250,4,2.48794609314606,2.51184614158961
5-2,squared,0.03,250,4,1.52072700594099,1.78598538229094
6-3-2,squared,0.03,250,4,1.2198540931296,1.63090909909725
8-4-2,squared,0.03,250,4,0.922902338354519,1.17104236313707
7-4-3-2,squared,0.03,250,4,1.45239233757787,1.8477274543833
9-6-4-3,squared,0.03,250,4,0.986782383922091,1.80455796636516
10-5-3-2,squared,0.03,250,4,0.901196782673904,1.60421840122678
4-4,huber,0.03,250,4,1.51405466204502,2.30872047192867
5-2,huber,0.03,250,4,1.17951930692321,1.69572690001317
6-3-2,huber,0.03,250,4,1.36603716386335,2.24719228970744
8-4-2,huber,0.03,250,4,0.59393800410251,1.02261533852167
7-4-3-2,huber,0.03,250,4,0.984441759439034,1.59739817898945
9-6-4-3,huber,0.03,250,4,0.87246278270332,1.28548976295392
10-5-3-2,huber,0.03,250,4,0.845760651650377,1.39002397604857
4-4,pseudo-huber,0.03,250,4,1.25692232265456,1.73257706791515
5-2,pseudo-huber,0.03,250,4,1.74406573382961,2.58248604022695
6-3-2,pseudo-huber,0.03,250,4,0.912798776480747,1.51418013960313
8-4-2,pseudo-huber,0.03,250,4,0.615295596244103,1.1649272640621
7-4-3-2,pseudo-huber,0.03,250,4,0.852712501337194,1.52977509967055
9-6-4-3,pseudo-huber,0.03,250,4,0.779796975148185,2.03117577341575
10-5-3-2,pseudo-huber,0.03,250,4,0.861182204926619,1.78275450988976
4-4,absolute,0.001,500,4,1.5936000343661,2.14856253201164
5-2,absolute,0.001,500,4,1.69484198590148,2.25465072679566
6-3-2,absolute,0.001,500,4,1.55707868540038,2.32224146633715
8-4-2,absolute,0.001,500,4,1.08883082214298,1.93240473710549
7-4-3-2,absolute,0.001,500,4,1.37609979848452,2.42086580306536
9-6-4-3,absolute,0.001,500,4,1.23859697791822,1.92597157414774
10-5-3-2,absolute,0.001,500,4,1.06438296052992,1.84629490118584
4-4,squared,0.001,500,4,0.880318965349235,1.26463558853525
5-2,squared,0.001,500,4,1.78997502363528,2.40891050566961
6-3-2,squared,0.001,500,4,1.26663239671682,2.04329800229376
8-4-2,squared,0.001,500,4,1.28248823559285,1.87926415573185
7-4-3-2,squared,0.001,500,4,1.33609356288402,2.36758583315672
9-6-4-3,squared,0.001,500,4,0.674756612483679,1.04455184570755
10-5-3-2,squared,0.001,500,4,1.41304258138378,2.62749323943276
4-4,huber,0.001,500,4,1.79488257437957,2.3231256400004
5-2,huber,0.001,500,4,1.92501872916845,2.39817522546781
6-3-2,huber,0.001,500,4,1.76780502989607,2.43983735003014
8-4-2,huber,0.001,500,4,1.80488130250308,2.6212578861503
7-4-3-2,huber,0.001,500,4,1.64266199727768,2.47878851834732
9-6-4-3,huber,0.001,500,4,1.42228338120826,2.3258676914613
10-5-3-2,huber,0.001,500,4,1.24431537100762,2.1514462941976
4-4,pseudo-huber,0.001,500,4,1.97665835751831,2.58567109121468
5-2,pseudo-huber,0.001,500,4,2.03432780667814,2.47086618290929
6-3-2,pseudo-huber,0.001,500,4,1.74957830778791,2.46804121753859
8-4-2,pseudo-huber,0.001,500,4,1.63823395454715,2.40473181607597
7-4-3-2,pseudo-huber,0.001,500,4,1.76680031251568,2.45778474188239
9-6-4-3,pseudo-huber,0.001,500,4,1.22140838418103,1.86290454191705
10-5-3-2,pseudo-huber,0.001,500,4,1.71987921107772,2.74104657744495
4-4,absolute,0.003,500,4,1.36639841233942,1.80133175491698
5-2,absolute,0.003,500,4,0.981969662493457,1.2650642195255
6-3-2,absolute,0.003,500,4,1.34549607319042,2.29246345272143
8-4-2,absolute,0.003,500,4,1.20588294703374,2.32472778878773
7-4-3-2,absolute,0.003,500,4,0.719553315150546,1.45301508793951
9-6-4-3,absolute,0.003,500,4,0.825948645862604,1.28881148477138
10-5-3-2,absolute,0.003,500,4,1.18621312415263,2.45823618376602
4-4,squared,0.003,500,4,1.72043328609479,2.46352152438254
5-2,squared,0.003,500,4,1.4575306028556,2.17848479387095
6-3-2,squared,0.003,500,4,0.949442326429907,1.42156806586666
8-4-2,squared,0.003,500,4,0.612157134271613,1.10443844265889
7-4-3-2,squared,0.003,500,4,1.49772530322882,2.82557956312043
9-6-4-3,squared,0.003,500,4,0.77162387721881,1.99070181574732
10-5-3-2,squared,0.003,500,4,0.495795191535445,0.966981777919455
4-4,huber,0.003,500,4,0.956149113766881,1.19836726030203
5-2,huber,0.003,500,4,1.38528482939255,1.7979013538867
6-3-2,huber,0.003,500,4,1.37253412013113,2.31326488971699
8-4-2,huber,0.003,500,4,1.45153024458149,2.64674009442447
7-4-3-2,huber,0.003,500,4,1.41447388872173,2.38242242720477
9-6-4-3,huber,0.003,500,4,0.459718656831788,0.995968237638036
10-5-3-2,huber,0.003,500,4,0.649130444480654,1.29238055653805
4-4,pseudo-huber,0.003,500,4,1.70014509460761,2.42439648642775
5-2,pseudo-huber,0.003,500,4,1.64132934875148,2.485275436027
6-3-2,pseudo-huber,0.003,500,4,0.902009237503196,1.27308155954434
8-4-2,pseudo-huber,0.003,500,4,1.17421398532826,2.12638743851291
7-4-3-2,pseudo-huber,0.003,500,4,1.13077994202093,2.14064224297088
9-6-4-3,pseudo-huber,0.003,500,4,1.22746006973999,2.64100044909481
10-5-3-2,pseudo-huber,0.003,500,4,0.637815624472856,1.18454547439978
4-4,absolute,0.01,500,4,1.32926599159044,1.68350423254974
5-2,absolute,0.01,500,4,1.4531252910067,2.01430495978534
6-3-2,absolute,0.01,500,4,1.45792911276638,1.97497538210284
8-4-2,absolute,0.01,500,4,1.01856059864512,1.8154387333114
7-4-3-2,absolute,0.01,500,4,1.04428436041464,1.46937350776835
9-6-4-3,absolute,0.01,500,4,0.871789273418162,1.37680570882657
10-5-3-2,absolute,0.01,500,4,1.44941740131412,1.7139222930589
4-4,squared,0.01,500,4,1.229783449095,1.53801085253146
5-2,squared,0.01,500,4,1.0053458693215,1.40388258988531
6-3-2,squared,0.01,500,4,0.997551880626319,1.58223649050583
8-4-2,squared,0.01,500,4,0.630296438627343,1.12698082557086
7-4-3-2,squared,0.01,500,4,0.702288757710078,1.27547074466756
9-6-4-3,squared,0.01,500,4,0.420769783732794,1.03574021189266
10-5-3-2,squared,0.01,500,4,0.726264484738121,2.05708364652838
4-4,huber,0.01,500,4,1.03421167197456,1.51977568950018
5-2,huber,0.01,500,4,1.44813628626392,2.5572970839571
6-3-2,huber,0.01,500,4,1.06383354860699,1.7881502859748
8-4-2,huber,0.01,500,4,0.681534901697202,1.21468963851081
7-4-3-2,huber,0.01,500,4,0.560634504350193,0.880836659876574
9-6-4-3,huber,0.01,500,4,0.414247410304505,0.859651700578248
10-5-3-2,huber,0.01,500,4,1.12508655890395,3.15459234998293
4-4,pseudo-huber,0.01,500,4,1.12848313502881,1.42276876262522
5-2,pseudo-huber,0.01,500,4,1.4350295017156,2.22990855848411
6-3-2,pseudo-huber,0.01,500,4,0.789373534208474,1.17196038129671
8-4-2,pseudo-huber,0.01,500,4,0.713390200190259,1.26766703584079
7-4-3-2,pseudo-huber,0.01,500,4,0.516676945898023,0.899226619700993
9-6-4-3,pseudo-huber,0.01,500,4,0.386777100285449,0.8347741010269
10-5-3-2,pseudo-huber,0.01,500,4,0.750036610483111,1.8646705799526
4-4,absolute,0.03,500,4,3.19998359447584,3.4662799959045
5-2,absolute,0.03,500,4,2.60370122509839,2.5418846481653
6-3-2,absolute,0.03,500,4,2.95213945691661,3.16575509382265
8-4-2,absolute,0.03,500,4,4.55982296537351,4.20312285747126
7-4-3-2,absolute,0.03,500,4,2.66452486713427,2.83644488492104
9-6-4-3,absolute,0.03,500,4,3.95703494471695,3.9357385665397
10-5-3-2,absolute,0.03,500,4,2.91618326729817,3.03387994968261
4-4,squared,0.03,500,4,1.60326876248826,1.96732331594197
5-2,squared,0.03,500,4,1.2589553330624,1.54464347659834
6-3-2,squared,0.03,500,4,1.28396860683408,1.65250494786903
8-4-2,squared,0.03,500,4,0.939569448286219,1.40134221463376
7-4-3-2,squared,0.03,500,4,1.01826048521069,1.70588576651204
9-6-4-3,squared,0.03,500,4,0.917211121716657,2.02196506548806
10-5-3-2,squared,0.03,500,4,1.30524339300482,2.5543982194198
4-4,huber,0.03,500,4,1.69156230577244,2.54000729407578
5-2,huber,0.03,500,4,1.70881165281555,2.49576785134769
6-3-2,huber,0.03,500,4,1.44958488823208,1.95417313257186
8-4-2,huber,0.03,500,4,1.35276575345567,2.98635046972823
7-4-3-2,huber,0.03,500,4,0.996384604615174,1.78627909653172
9-6-4-3,huber,0.03,500,4,0.507423342666472,1.09523813129706
10-5-3-2,huber,0.03,500,4,0.752353364833019,1.74905047421617
4-4,pseudo-huber,0.03,500,4,0.911376158690723,1.20527963494929
5-2,pseudo-huber,0.03,500,4,1.06576880023463,1.23674719322303
6-3-2,pseudo-huber,0.03,500,4,0.994582099709064,1.2494020900047
8-4-2,pseudo-huber,0.03,500,4,0.493756160882859,0.916776884670201
7-4-3-2,pseudo-huber,0.03,500,4,0.757684142632777,1.33547804149956
9-6-4-3,pseudo-huber,0.03,500,4,0.401219925448425,0.951923038857545
