hidden_layers,loss_types,learning_rates,epochs,batch_sizes,train,test
10-5-3-2,pseudo-huber,0.03,500,4,0.691592518323391,1.76325723300913
4-4,absolute,0.001,100,8,1.86531851264832,2.22710860117509
5-2,absolute,0.001,100,8,1.85550535245069,2.19089498476308
6-3-2,absolute,0.001,100,8,1.9750470748371,2.36019502428234
8-4-2,absolute,0.001,100,8,1.85229749174578,2.24144014919011
7-4-3-2,absolute,0.001,100,8,1.97866691892351,2.59406772526254
9-6-4-3,absolute,0.001,100,8,1.84769901809266,2.34239742611155
10-5-3-2,absolute,0.001,100,8,1.87538948595561,2.31121325296689
4-4,squared,0.001,100,8,2.09420356691927,2.37574693252151
5-2,squared,0.001,100,8,2.09464345423011,2.40472318265488
6-3-2,squared,0.001,100,8,2.05304796285385,2.42832484287281
8-4-2,squared,0.001,100,8,1.96298830823104,2.34031033987316
7-4-3-2,squared,0.001,100,8,2.05666046711757,2.44144364317031
9-6-4-3,squared,0.001,100,8,2.06958652708635,2.45640442813383
10-5-3-2,squared,0.001,100,8,2.05851023887099,2.41341313791567
4-4,huber,0.001,100,8,2.17024462174167,2.37036303084134
5-2,huber,0.001,100,8,2.1757776646499,2.39836304039419
6-3-2,huber,0.001,100,8,2.30076528079903,2.40995423294096
8-4-2,huber,0.001,100,8,2.11742782047392,2.44157471760125
7-4-3-2,huber,0.001,100,8,2.09377269760323,2.30707887013231
9-6-4-3,huber,0.001,100,8,2.15226368990023,2.42867708711252
10-5-3-2,huber,0.001,100,8,2.09348211109676,2.38581094229111
4-4,pseudo-huber,0.001,100,8,2.30282499698599,2.41519611441475
5-2,pseudo-huber,0.001,100,8,2.20406407636058,2.36608619459393
6-3-2,pseudo-huber,0.001,100,8,2.33770366413713,2.42273584568734
8-4-2,pseudo-huber,0.001,100,8,2.18451103821032,2.32205426678023
7-4-3-2,pseudo-huber,0.001,100,8,2.10177670701658,2.46163724409961
9-6-4-3,pseudo-huber,0.001,100,8,2.0281889793381,2.51359510622983
10-5-3-2,pseudo-huber,0.001,100,8,2.38888102470032,2.60153629459809
4-4,absolute,0.003,100,8,1.78673173518076,2.15934924247813
5-2,absolute,0.003,100,8,1.8263763554344,2.1419752599408
6-3-2,absolute,0.003,100,8,1.83069459276992,2.25809119726984
8-4-2,absolute,0.003,100,8,1.76043468582596,2.19100022604859
7-4-3-2,absolute,0.003,100,8,1.74339659608053,2.24662102441395
9-6-4-3,absolute,0.003,100,8,1.58684461727797,2.29899497831543
10-5-3-2,absolute,0.003,100,8,1.68220457779926,2.32088300093004
4-4,squared,0.003,100,8,1.96008965828755,2.61503641129403
5-2,squared,0.003,100,8,1.87479818492832,2.48390834711067
6-3-2,squared,0.003,100,8,1.98583655976547,2.4590600634508
8-4-2,squared,0.003,100,8,1.8702519044815,2.47406385028911
7-4-3-2,squared,0.003,100,8,1.84362609517492,2.51233398534458
9-6-4-3,squared,0.003,100,8,1.62532257557446,2.45363680181838
10-5-3-2,squared,0.003,100,8,1.83673512051903,2.5897369195347
4-4,huber,0.003,100,8,2.07292040987645,2.25189076554156
5-2,huber,0.003,100,8,1.94474586878975,2.28365751751987
6-3-2,huber,0.003,100,8,2.02447091331516,2.33760679085449
8-4-2,huber,0.003,100,8,1.90973382699698,2.34323612900803
7-4-3-2,huber,0.003,100,8,2.0120904879333,2.36562361949544
9-6-4-3,huber,0.003,100,8,1.80544332841641,2.45205070127192
10-5-3-2,huber,0.003,100,8,1.91765703700938,2.44950430384244
4-4,pseudo-huber,0.003,100,8,1.95792497854467,2.31560261058825
5-2,pseudo-huber,0.003,100,8,1.98118814967673,2.32783954888326
6-3-2,pseudo-huber,0.003,100,8,1.97105898994887,2.38658434443323
8-4-2,pseudo-huber,0.003,100,8,1.97996965053515,2.50254603082892
7-4-3-2,pseudo-huber,0.003,100,8,2.04876048156198,2.26454787142706
9-6-4-3,pseudo-huber,0.003,100,8,1.87504066178077,2.47964991584
10-5-3-2,pseudo-huber,0.003,100,8,2.01328917667469,2.67328039875074
4-4,absolute,0.01,100,8,1.89269682338811,2.40978273976024
5-2,absolute,0.01,100,8,2.01459661122191,2.37067593935905
6-3-2,absolute,0.01,100,8,1.86179752854391,2.57623611698074
8-4-2,absolute,0.01,100,8,1.17114135571113,1.49586016117152
7-4-3-2,absolute,0.01,100,8,1.72875453242669,2.04236960414969
9-6-4-3,absolute,0.01,100,8,1.57555366118204,2.4456023495458
10-5-3-2,absolute,0.01,100,8,1.45241835462359,2.19496871586406
4-4,squared,0.01,100,8,1.56360431668617,1.9740597542535
5-2,squared,0.01,100,8,1.98256413530913,2.51110086473017
6-3-2,squared,0.01,100,8,1.69992610048945,2.3480215463099
8-4-2,squared,0.01,100,8,1.62132692248929,2.74046407119879
7-4-3-2,squared,0.01,100,8,1.34500437502483,2.2982145856368
9-6-4-3,squared,0.01,100,8,1.81450648317996,3.09182081458315
10-5-3-2,squared,0.01,100,8,1.51462913607596,2.4370546463894
4-4,huber,0.01,100,8,1.6993366007782,2.4584169222132
5-2,huber,0.01,100,8,2.09851709035028,2.57796119256077
6-3-2,huber,0.01,100,8,1.81028176170948,2.43308481813729
8-4-2,huber,0.01,100,8,1.76873768434231,2.51084670700917
7-4-3-2,huber,0.01,100,8,1.84174464714248,2.54050077001592
9-6-4-3,huber,0.01,100,8,1.08863803105318,1.77742789872938
10-5-3-2,huber,0.01,100,8,1.57346674234755,2.31091129108604
4-4,pseudo-huber,0.01,100,8,1.72403974121507,2.25532683532872
5-2,pseudo-huber,0.01,100,8,1.79495800510436,2.15718977786833
6-3-2,pseudo-huber,0.01,100,8,1.72549977670177,2.48635446946936
8-4-2,pseudo-huber,0.01,100,8,2.05791001097868,2.67933045205506
7-4-3-2,pseudo-huber,0.01,100,8,1.70694362243105,2.42688500944529
9-6-4-3,pseudo-huber,0.01,100,8,1.71086613867107,2.51748679818697
10-5-3-2,pseudo-huber,0.01,100,8,1.93654106079156,2.61061642846091
4-4,absolute,0.03,100,8,2.37169831368855,3.12505241398262
5-2,absolute,0.03,100,8,1.52260645688158,1.88157635471295
6-3-2,absolute,0.03,100,8,1.36149564773857,1.61720091794381
8-4-2,absolute,0.03,100,8,2.01187291496833,2.85386699949292
7-4-3-2,absolute,0.03,100,8,2.30367973641457,3.07576454011911
9-6-4-3,absolute,0.03,100,8,1.91601928116196,2.5760102069032
10-5-3-2,absolute,0.03,100,8,1.89928077833675,2.28751587746161
4-4,squared,0.03,100,8,2.35117089511808,2.6604784467133
5-2,squared,0.03,100,8,1.56475583285596,1.89165626720046
6-3-2,squared,0.03,100,8,1.02741709209206,1.58179316063164
8-4-2,squared,0.03,100,8,1.64726859668655,2.35504393084023
7-4-3-2,squared,0.03,100,8,0.992294475420882,1.69294517638253
9-6-4-3,squared,0.03,100,8,0.686834322013338,1.39482138830985
10-5-3-2,squared,0.03,100,8,1.02167949761175,1.85867930382014
4-4,huber,0.03,100,8,1.40540849442204,1.92393066700293
5-2,huber,0.03,100,8,1.31773820612644,1.84527708975961
6-3-2,huber,0.03,100,8,1.89904904840731,2.92659520135095
8-4-2,huber,0.03,100,8,0.822000052506946,1.38206513733893
7-4-3-2,huber,0.03,100,8,1.36349171007247,2.04672498069202
9-6-4-3,huber,0.03,100,8,0.853600582352869,1.31162878942084
10-5-3-2,huber,0.03,100,8,1.1735852070041,2.07851718714554
4-4,pseudo-huber,0.03,100,8,1.31855815005853,1.558951129572
5-2,pseudo-huber,0.03,100,8,1.65942032304595,2.12753217698467
6-3-2,pseudo-huber,0.03,100,8,1.34394114743429,1.83104487096532
8-4-2,pseudo-huber,0.03,100,8,1.21304864247304,1.74293818657505
7-4-3-2,pseudo-huber,0.03,100,8,1.44247404720373,2.09987083943827
9-6-4-3,pseudo-huber,0.03,100,8,0.918843448536118,1.38336124946427
10-5-3-2,pseudo-huber,0.03,100,8,1.04818314027531,1.76389322055733
4-4,absolute,0.001,250,8,1.81210588486933,2.11972392757536
5-2,absolute,0.001,250,8,1.71602945348218,2.1531533713455
6-3-2,absolute,0.001,250,8,1.7763208743331,2.26753305948078
8-4-2,absolute,0.001,250,8,1.77293124855603,2.19776265067256
7-4-3-2,absolute,0.001,250,8,1.52315587892167,2.19413444366774
9-6-4-3,absolute,0.001,250,8,1.73372571974841,2.34226432894505
10-5-3-2,absolute,0.001,250,8,1.5190193077285,2.2490158449216
4-4,squared,0.001,250,8,2.03287994065547,2.38376148426465
5-2,squared,0.001,250,8,2.01995434582797,2.50218412945603
6-3-2,squared,0.001,250,8,1.98191335607305,2.30433348210323
8-4-2,squared,0.001,250,8,1.91162720955835,2.40049575546261
7-4-3-2,squared,0.001,250,8,1.98713736697877,2.82455677933984
9-6-4-3,squared,0.001,250,8,1.51757232261241,2.14850898724522
10-5-3-2,squared,0.001,250,8,1.79017966974024,2.49456356995863
4-4,huber,0.001,250,8,2.06377347764304,2.29287862627334
5-2,huber,0.001,250,8,2.05783139012298,2.42217921278966
6-3-2,huber,0.001,250,8,2.07134946581158,2.4486594884264
8-4-2,huber,0.001,250,8,1.91326248805257,2.29975940845729
7-4-3-2,huber,0.001,250,8,2.04742842198629,2.39493371955219
9-6-4-3,huber,0.001,250,8,1.72738119967832,2.54844993023125
10-5-3-2,huber,0.001,250,8,1.91892867953306,2.4819215631651
4-4,pseudo-huber,0.001,250,8,2.02685394698698,2.34250583191687
5-2,pseudo-huber,0.001,250,8,1.96718312567804,2.41174755299651
6-3-2,pseudo-huber,0.001,250,8,1.95572318440672,2.34943630903642
8-4-2,pseudo-huber,0.001,250,8,1.9978648764031,2.43545240569021
7-4-3-2,pseudo-huber,0.001,250,8,1.86245828504022,2.39898354047997
9-6-4-3,pseudo-huber,0.001,250,8,1.9433513610208,2.43900967495948
10-5-3-2,pseudo-huber,0.001,250,8,1.93382632944566,2.34102571024955
4-4,absolute,0.003,250,8,1.8557583909011,2.4922241646672
5-2,absolute,0.003,250,8,1.76154031992844,2.34842731522182
6-3-2,absolute,0.003,250,8,1.67036825725939,2.35125121014286
8-4-2,absolute,0.003,250,8,1.5893604699276,2.42732735855315
7-4-3-2,absolute,0.003,250,8,1.46169017404503,2.28569385814628
9-6-4-3,absolute,0.003,250,8,0.912927572922193,1.57818369085382
10-5-3-2,absolute,0.003,250,8,1.307162022304,2.35412402461261
4-4,squared,0.003,250,8,1.83045589585129,2.45282510079441
5-2,squared,0.003,250,8,1.72041925201461,2.44341072855856
6-3-2,squared,0.003,250,8,1.20144011778247,1.62883787050999
8-4-2,squared,0.003,250,8,1.57621589416741,2.43811147165004
7-4-3-2,squared,0.003,250,8,0.973583948549109,1.32846173922756
9-6-4-3,squared,0.003,250,8,0.764507902270665,1.11949626167972
10-5-3-2,squared,0.003,250,8,1.53491489447849,2.90568958501416
4-4,huber,0.003,250,8,1.75208171745812,2.41719031004331
5-2,huber,0.003,250,8,1.95932522074277,2.42059195008309
6-3-2,huber,0.003,250,8,1.65209756060015,2.15728841178122
8-4-2,huber,0.003,250,8,1.33827205220642,2.04805747248238
7-4-3-2,huber,0.003,250,8,1.69831468524538,2.61364237844093
9-6-4-3,huber,0.003,250,8,1.33716828359959,2.32483366515855
10-5-3-2,huber,0.003,250,8,1.59882882336932,2.3090276499917
4-4,pseudo-huber,0.003,250,8,1.83075674780351,2.28643537449646
5-2,pseudo-huber,0.003,250,8,1.90426183339041,2.29942831397942
6-3-2,pseudo-huber,0.003,250,8,1.90932414008036,2.28851748448309
8-4-2,pseudo-huber,0.003,250,8,1.67429477226392,2.43909952636055
7-4-3-2,pseudo-huber,0.003,250,8,1.82360193612926,2.45547103732907
9-6-4-3,pseudo-huber,0.003,250,8,1.67780876712101,2.35529831683186
10-5-3-2,pseudo-huber,0.003,250,8,1.64732043191904,2.55427056386635
4-4,absolute,0.01,250,8,1.52702719864785,2.42478487468698
5-2,absolute,0.01,250,8,1.54115884479835,2.07073654150873
6-3-2,absolute,0.01,250,8,1.30437684942851,1.9244026342687
8-4-2,absolute,0.01,250,8,1.46585952600786,2.56614811118075
7-4-3-2,absolute,0.01,250,8,1.61426001137812,2.68772826591943
9-6-4-3,absolute,0.01,250,8,0.779826576367103,1.38709872039966
10-5-3-2,absolute,0.01,250,8,1.45528479123398,2.14136254933864
4-4,squared,0.01,250,8,1.64088496413108,2.62941856523389
5-2,squared,0.01,250,8,1.39455940998609,2.06931665371344
6-3-2,squared,0.01,250,8,1.22357131899198,2.27822635801505
8-4-2,squared,0.01,250,8,0.980105287845797,1.53634952581934
7-4-3-2,squared,0.01,250,8,0.832589340106509,1.33974419874864
9-6-4-3,squared,0.01,250,8,0.443002988229122,0.985322232022416
10-5-3-2,squared,0.01,250,8,0.860921595800259,1.32877117901985
4-4,huber,0.01,250,8,1.30242581883503,1.68312296386063
5-2,huber,0.01,250,8,1.64856163614998,2.30419308225312
6-3-2,huber,0.01,250,8,1.73019022946674,2.61064009667175
8-4-2,huber,0.01,250,8,1.61633562024863,2.6795688382406
7-4-3-2,huber,0.01,250,8,1.0982134263057,1.60325304745115
9-6-4-3,huber,0.01,250,8,0.760632723597741,1.25513546655319
10-5-3-2,huber,0.01,250,8,1.25041180127138,2.49759007046072
4-4,pseudo-huber,0.01,250,8,1.05451227088149,1.49268920737504
5-2,pseudo-huber,0.01,250,8,1.57658581357605,2.20232408023934
6-3-2,pseudo-huber,0.01,250,8,1.58014286469298,2.53447907191338
8-4-2,pseudo-huber,0.01,250,8,1.40471725946416,2.41795424977025
7-4-3-2,pseudo-huber,0.01,250,8,1.74352805762648,2.90130178791328
9-6-4-3,pseudo-huber,0.01,250,8,1.28061455065673,2.70757270093247
10-5-3-2,pseudo-huber,0.01,250,8,0.742222277979946,1.27133403946576
4-4,absolute,0.03,250,8,1.31480956767636,1.62793216816039
5-2,absolute,0.03,250,8,2.08870479993768,2.3922114930521
6-3-2,absolute,0.03,250,8,2.19002108653936,2.38013246740336
8-4-2,absolute,0.03,250,8,2.57414565101972,3.05552785490658
7-4-3-2,absolute,0.03,250,8,1.31451435645329,1.72690142003197
9-6-4-3,absolute,0.03,250,8,1.71680521942115,2.71117567282048
10-5-3-2,absolute,0.03,250,8,1.43885244227231,2.975272871283
4-4,squared,0.03,250,8,1.53954255521581,2.01718999102737
5-2,squared,0.03,250,8,1.07584077823876,1.33211385582196
6-3-2,squared,0.03,250,8,1.2775881247759,1.62562533612126
8-4-2,squared,0.03,250,8,0.849378291753759,1.66418410318533
7-4-3-2,squared,0.03,250,8,0.73924865940096,1.09172445214024
9-6-4-3,squared,0.03,250,8,0.647565624463702,1.17665395792092
10-5-3-2,squared,0.03,250,8,0.873125704435564,1.44700369366537
4-4,huber,0.03,250,8,1.28661033819067,1.70799621050573
5-2,huber,0.03,250,8,1.15144705890946,1.34358948434456
6-3-2,huber,0.03,250,8,0.952390520058298,1.42203274783808
8-4-2,huber,0.03,250,8,0.736776870619203,1.22951092116694
7-4-3-2,huber,0.03,250,8,0.631582418243315,1.09836956540909
9-6-4-3,huber,0.03,250,8,0.612672847338082,1.22303342746843
10-5-3-2,huber,0.03,250,8,0.590396648696742,1.19241005634998
4-4,pseudo-huber,0.03,250,8,0.842791027121598,1.17939355471041
5-2,pseudo-huber,0.03,250,8,1.58665240476672,2.66857226848186
6-3-2,pseudo-huber,0.03,250,8,1.74824396495093,2.66610334947749
8-4-2,pseudo-huber,0.03,250,8,1.14616239703927,2.35406435275601
7-4-3-2,pseudo-huber,0.03,250,8,0.876093330703505,1.39304092270746
9-6-4-3,pseudo-huber,0.03,250,8,0.578206401373411,1.22011398539774
10-5-3-2,pseudo-huber,0.03,250,8,0.616923500268735,0.993355502473823
4-4,absolute,0.001,500,8,1.72157797644334,2.194546329715
5-2,absolute,0.001,500,8,1.5822883182947,2.22504257293724
6-3-2,absolute,0.001,500,8,1.81898699078372,2.20645513901235
8-4-2,absolute,0.001,500,8,1.49697609173728,2.32653539146506
7-4-3-2,absolute,0.001,500,8,1.51358626313561,2.46649672963745
9-6-4-3,absolute,0.001,500,8,1.33663155844776,2.26700561046215
10-5-3-2,absolute,0.001,500,8,1.34884562802032,2.16671084460526
4-4,squared,0.001,500,8,1.6370979582592,2.28220673713723
5-2,squared,0.001,500,8,1.84272694464494,2.3727666692062
6-3-2,squared,0.001,500,8,1.67938058938334,2.31348375036165
8-4-2,squared,0.001,500,8,1.61172947167603,2.4571217620813
7-4-3-2,squared,0.001,500,8,1.52618287766838,2.11369701873202
9-6-4-3,squared,0.001,500,8,1.17483180213252,2.12157472014199
10-5-3-2,squared,0.001,500,8,1.49875728892416,2.70070844026159
4-4,huber,0.001,500,8,1.86847461831522,2.42189480940322
5-2,huber,0.001,500,8,1.94809559128642,2.3647450048199
6-3-2,huber,0.001,500,8,1.81710223425,2.49592927602139
8-4-2,huber,0.001,500,8,1.81089141021916,2.32459986097418
7-4-3-2,huber,0.001,500,8,1.79066974186624,2.4376237460376
9-6-4-3,huber,0.001,500,8,1.46940126628988,2.41974368008972
10-5-3-2,huber,0.001,500,8,1.80737504674258,2.51103746201964
4-4,pseudo-huber,0.001,500,8,1.81021543016675,2.38388084603434
5-2,pseudo-huber,0.001,500,8,1.79210001407094,2.38159192665966
6-3-2,pseudo-huber,0.001,500,8,1.83630286213448,2.32939918942686
8-4-2,pseudo-huber,0.001,500,8,1.80437959964537,2.30052843897904
7-4-3-2,pseudo-huber,0.001,500,8,1.67636479660758,2.60050629809858
9-6-4-3,pseudo-huber,0.001,500,8,1.58939363728324,2.12034012255418
10-5-3-2,pseudo-huber,0.001,500,8,1.87830815450489,2.46192526903419
4-4,absolute,0.003,500,8,1.533417416966,2.19807127132945
5-2,absolute,0.003,500,8,1.49150959977948,2.26089428064139
6-3-2,absolute,0.003,500,8,1.40654628252662,2.34968449989821
8-4-2,absolute,0.003,500,8,1.4169294132903,2.12901793732442
7-4-3-2,absolute,0.003,500,8,0.684884085782388,1.32490173490366
9-6-4-3,absolute,0.003,500,8,0.512776072452713,1.15879964486794
10-5-3-2,absolute,0.003,500,8,1.08073255070659,2.47027496236853
4-4,squared,0.003,500,8,1.38727525681814,2.04949936013762
5-2,squared,0.003,500,8,1.05217525955592,1.3760153496898
6-3-2,squared,0.003,500,8,0.93483183743444,1.27200261218179
8-4-2,squared,0.003,500,8,1.17470044582268,2.73597744561333
7-4-3-2,squared,0.003,500,8,1.10920277523118,2.20688137840695
9-6-4-3,squared,0.003,500,8,1.0923804847627,2.55701556031923
10-5-3-2,squared,0.003,500,8,0.596031294608017,1.04092389579254
4-4,huber,0.003,500,8,1.19439199261959,1.52276922879877
5-2,huber,0.003,500,8,1.34233097689431,2.00674009686185
6-3-2,huber,0.003,500,8,0.794851296410787,1.21849894342602
8-4-2,huber,0.003,500,8,1.29323140875723,2.10335023699047
7-4-3-2,huber,0.003,500,8,1.6760980404364,2.6394666318876
9-6-4-3,huber,0.003,500,8,1.4346660904174,2.38847347660617
10-5-3-2,huber,0.003,500,8,1.15961438489924,2.24976366246923
4-4,pseudo-huber,0.003,500,8,1.84587622113427,2.44184423021317
5-2,pseudo-huber,0.003,500,8,1.74636376203717,2.3682488822244
6-3-2,pseudo-huber,0.003,500,8,1.08611205373304,1.50510589593813
8-4-2,pseudo-huber,0.003,500,8,1.44742132575432,2.7210868184346
7-4-3-2,pseudo-huber,0.003,500,8,1.60877074276435,2.50959879449473
9-6-4-3,pseudo-huber,0.003,500,8,1.2581177932897,2.08631718276926
10-5-3-2,pseudo-huber,0.003,500,8,0.659074606909455,1.14343492438609
4-4,absolute,0.01,500,8,0.981329661671654,1.22388726384682
5-2,absolute,0.01,500,8,1.12372135859039,1.39092085805599
6-3-2,absolute,0.01,500,8,1.03625285879817,1.49966986046626
8-4-2,absolute,0.01,500,8,1.00387361059769,1.46428506766298
7-4-3-2,absolute,0.01,500,8,1.52533316421475,3.02704542734427
9-6-4-3,absolute,0.01,500,8,0.497435147442803,1.18184314448253
10-5-3-2,absolute,0.01,500,8,1.13981443439379,2.29694249710997
4-4,squared,0.01,500,8,1.10478033637397,1.70617828958898
5-2,squared,0.01,500,8,1.53110983942339,2.36962250873161
6-3-2,squared,0.01,500,8,0.884489941437655,1.49224331736674
8-4-2,squared,0.01,500,8,0.459189396489385,0.948197348549394
7-4-3-2,squared,0.01,500,8,0.497527565682516,1.07040921519807
9-6-4-3,squared,0.01,500,8,0.570743247332408,1.25893524589831
10-5-3-2,squared,0.01,500,8,0.480386654701759,1.31346010236552
4-4,huber,0.01,500,8,1.47488625218494,2.2299856660636
5-2,huber,0.01,500,8,1.60887328781287,2.37843003393245
6-3-2,huber,0.01,500,8,1.52502313017893,2.45095316656
8-4-2,huber,0.01,500,8,0.956397813579578,1.96373029242706
7-4-3-2,huber,0.01,500,8,0.880672621484189,1.50277901397644
9-6-4-3,huber,0.01,500,8,1.00540326818178,2.57213456429223
10-5-3-2,huber,0.01,500,8,0.717955120680321,1.50073158494376
4-4,pseudo-huber,0.01,500,8,1.65187513503727,2.49311487262278
5-2,pseudo-huber,0.01,500,8,1.1390954552897,1.58608555122638
6-3-2,pseudo-huber,0.01,500,8,1.3396491261682,2.58298273574345
8-4-2,pseudo-huber,0.01,500,8,0.704205500533303,1.23749710230423
7-4-3-2,pseudo-huber,0.01,500,8,1.40655985348414,2.32378110644376
9-6-4-3,pseudo-huber,0.01,500,8,0.531024190960472,1.07584406705437
10-5-3-2,pseudo-huber,0.01,500,8,0.615576082494891,1.36342434692085
4-4,absolute,0.03,500,8,3.27496461925471,3.84955225228695
5-2,absolute,0.03,500,8,1.88041990573732,2.16031302618067
6-3-2,absolute,0.03,500,8,1.68099888900272,1.98028932084705
8-4-2,absolute,0.03,500,8,2.20020504415536,2.88041544218327
7-4-3-2,absolute,0.03,500,8,1.01786919433858,1.38589087956805
9-6-4-3,absolute,0.03,500,8,1.29486868099646,2.25564922714625
10-5-3-2,absolute,0.03,500,8,1.48228078937316,2.14335464578571
4-4,squared,0.03,500,8,1.83471254162763,2.87683456658627
5-2,squared,0.03,500,8,1.06094535804397,1.49409700923926
6-3-2,squared,0.03,500,8,0.969847097992905,1.38609384363434
8-4-2,squared,0.03,500,8,0.729763038042706,1.33137874994793
7-4-3-2,squared,0.03,500,8,0.719144840221611,1.08665423679808
9-6-4-3,squared,0.03,500,8,0.487293740304495,1.19940809230604
10-5-3-2,squared,0.03,500,8,0.44066921517472,1.23775891356546
4-4,huber,0.03,500,8,1.21240682493399,1.63472729843944
5-2,huber,0.03,500,8,1.21232269544721,1.54681683498123
6-3-2,huber,0.03,500,8,1.19354176454721,2.29253620295082
8-4-2,huber,0.03,500,8,0.562708490634845,1.09370582158286
7-4-3-2,huber,0.03,500,8,0.775932092916134,1.15593827320525
9-6-4-3,huber,0.03,500,8,0.661536722270444,1.77675721739254
10-5-3-2,huber,0.03,500,8,0.379299069516439,0.892819710748641
4-4,pseudo-huber,0.03,500,8,1.05021393236646,1.71729558602314
5-2,pseudo-huber,0.03,500,8,0.722352069844008,1.20826219529505
6-3-2,pseudo-huber,0.03,500,8,0.750235730752199,1.3888902874062
8-4-2,pseudo-huber,0.03,500,8,0.763875318123524,0.991695717760187
7-4-3-2,pseudo-huber,0.03,500,8,0.614220564976088,1.29159276307088
9-6-4-3,pseudo-huber,0.03,500,8,0.7303450840955,2.50144648036736
10-5-3-2,pseudo-huber,0.03,500,8,0.752678741190384,1.76945598421177
